round,agg_weights,phi_raw,phi_ema,phi_util,phi_fair,fu_warmup,fu_fallback,phi_nan_frac,n_clipped,kept,g_norm_median,g_norm_max,phi_norm,g_auc,g_dpd,g_diverged
1,"[1.0, 0.0, 0.0, 0.0, 0.0]",,,,,,,,,,,,,nan,nan,1.0
2,"[1.0, 0.0, 0.0, 0.0, 0.0]",,,,,,,,,,,,,nan,nan,1.0
3,"[1.0, 0.0, 0.0, 0.0, 0.0]",,,,,,,,,,,,,nan,nan,1.0
4,"[1.0, 0.0, 0.0, 0.0, 0.0]",,,,,,,,,,,,,nan,nan,1.0
5,"[1.0, 0.0, 0.0, 0.0, 0.0]",,,,,,,,,,,,,nan,nan,1.0
6,"[1.0, 0.0, 0.0, 0.0, 0.0]",,,,,,,,,,,,,nan,nan,1.0
7,"[1.0, 0.0, 0.0, 0.0, 0.0]",,,,,,,,,,,,,nan,nan,1.0
8,"[1.0, 0.0, 0.0, 0.0, 0.0]",,,,,,,,,,,,,nan,nan,1.0
9,"[1.0, 0.0, 0.0, 0.0, 0.0]",,,,,,,,,,,,,nan,nan,1.0
10,"[1.0, 0.0, 0.0, 0.0, 0.0]",,,,,,,,,,,,,nan,nan,1.0
