round,agg_weights,phi_raw,phi_ema,phi_util,phi_fair,fu_warmup,fu_fallback,phi_nan_frac,n_clipped,kept,g_norm_median,g_norm_max,phi_norm,g_auc,g_dpd,g_diverged
1,"[0.2686706483364105, 0.04468991234898567, 0.0, 0.329591304063797, 0.3570480942726135]","[0.096720851957798, 0.016088273376226425, -0.0026034796610474586, 0.11865215748548508, 0.12853653728961945]","[0.3813009560108185, 0.06342452019453049, -0.010263652540743351, 0.4677603542804718, 0.506727397441864]","[0.09732832759618759, 0.015957077965140343, -0.002536630257964134, 0.1188378632068634, 0.12832072377204895]","[-0.0006074713892303407, 0.00013121282972861081, -6.68642605887726e-05, -0.00018570697284303606, 0.00021583191119134426]",,,0.0,0,,6.327268600463867,6.563526630401611,"[0.38130096, 0.06342452, -0.01026365, 0.46776035, 0.5067274]",0.652952380952381,0.15372750712653033,0.0
2,"[0.23265360295772552, 0.0743468627333641, 0.010845983400940895, 0.30887940526008606, 0.3732740879058838]","[-0.11404411494731903, 0.17935630679130554, 0.09825196117162704, -0.009317909367382526, 0.20500794053077698]","[0.3153829574584961, 0.10078388452529907, 0.014702708460390568, 0.41871389746665955, 0.5060067176818848]","[-0.09838071465492249, 0.17380499839782715, 0.09778163582086563, -0.010304173454642296, 0.20012563467025757]","[-0.015663398429751396, 0.005551288370043039, 0.0004703264858108014, 0.0009862808510661125, 0.004882314242422581]",,,0.0,0,,6.157351016998291,6.321180820465088,"[-0.277879, 0.43701816, 0.23939995, -0.02270394, 0.49952072]",0.6739047619047619,0.2668250152018181,0.0
3,"[0.19711270928382874, 0.10198276489973068, 0.02866310626268387, 0.2970113158226013, 0.3752301037311554]","[-0.16683658957481384, 0.21428918838500977, 0.12586838006973267, 0.020877251401543617, 0.13708190619945526]","[0.25268101692199707, 0.13073286414146423, 0.036743562668561935, 0.3807421922683716, 0.4810117483139038]","[-0.14434856176376343, 0.2030126303434372, 0.11820563673973083, 0.013221357949078083, 0.12344260513782501]","[-0.02248801290988922, 0.011276574805378914, 0.007662735413759947, 0.007655842695385218, 0.013639303855597973]",,,0.0,0,,6.088664531707764,6.235714912414551,"[-0.31163636, 0.40027371, 0.23511127, 0.03899691, 0.25605717]",0.6979809523809524,0.17444848722945422,0.0
4,"[0.176975280046463, 0.11193173378705978, 0.05278481915593147, 0.2853824496269226, 0.3729257583618164]","[-0.044155679643154144, 0.1053641065955162, 0.16385170817375183, 0.05126793682575226, 0.14274267852306366]","[0.21874269843101501, 0.13834841549396515, 0.06524240970611572, 0.3527347147464752, 0.46093887090682983]","[-0.03381051868200302, 0.10075122117996216, 0.16341707110404968, 0.05023102089762688, 0.1397630125284195]","[-0.01034515630453825, 0.004612880293279886, 0.0004346322384662926, 0.0010368938092142344, 0.0029796133749186993]",,,0.0,0,,6.116668224334717,6.15443229675293,"[-0.08670215, 0.20688833, 0.32173201, 0.10066747, 0.28028324]",0.705447619047619,0.15546918758143968,0.0
5,"[0.1618557572364807, 0.13458876311779022, 0.06133454665541649, 0.2657295763492584, 0.3764914274215698]","[-0.07606451958417892, 0.13230958580970764, 0.05044008046388626, -0.09618209302425385, 0.03808688372373581]","[0.1816253811120987, 0.15102790296077728, 0.06882616132497787, 0.298186719417572, 0.4224774241447449]","[-0.06570465117692947, 0.1288139522075653, 0.049086667597293854, -0.09728587418794632, 0.032502129673957825]","[-0.010359871201217175, 0.0034956366289407015, 0.0013533938908949494, 0.0011038013035431504, 0.005584754981100559]",,,0.0,0,,6.039164066314697,6.194056987762451,"[-0.15243034, 0.26514325, 0.10107996, -0.19274516, 0.07632463]",0.6908952380952381,0.1553254851657112,0.0
6,"[0.15275293588638306, 0.15602993965148926, 0.09119261056184769, 0.247953400015831, 0.35207101702690125]","[-0.03589971363544464, 0.1983875185251236, 0.2484423816204071, -0.0812157392501831, -0.10904768109321594]","[0.15872149169445038, 0.16212652623653412, 0.09475579857826233, 0.2576417326927185, 0.3658275604248047]","[-0.03291963413357735, 0.19819797575473785, 0.24921508133411407, -0.08117057383060455, -0.1097622811794281]","[-0.0029800895135849714, 0.00018953873950522393, -0.0007726582116447389, -4.5195916754892096e-05, 0.0007146081188693643]",,,0.0,0,,5.986308574676514,6.146806240081787,"[-0.04741343, 0.26201412, 0.32812253, -0.10726315, -0.14402132]",0.6979809523809524,0.1777912479929169,0.0
7,"[0.14209099113941193, 0.1792815625667572, 0.11018355935811996, 0.23020491003990173, 0.33823898434638977]","[-0.05323808267712593, 0.2406160831451416, 0.18729865550994873, -0.09023384749889374, -0.029891684651374817]","[0.1369122415781021, 0.17274732887744904, 0.10616772621870041, 0.22181469202041626, 0.325911283493042]","[-0.042225345969200134, 0.23737889528274536, 0.1873498558998108, -0.08694969117641449, -0.03266310691833496]","[-0.011012732051312923, 0.0032371841371059418, -5.118772605783306e-05, -0.0032841674983501434, 0.002771432278677821]",,,0.0,0,,6.071030616760254,6.0982136726379395,"[-0.05937101, 0.2683346, 0.2088751, -0.10062861, -0.03333515]",0.6745904761904762,0.2140685507786651,0.0
8,"[0.11188188940286636, 0.20103265345096588, 0.11874726414680481, 0.22610913217067719, 0.34222906827926636]","[-0.2292976677417755, 0.1999759078025818, 0.0836377888917923, -0.004961349070072174, 0.07450469583272934]","[0.09851674735546112, 0.17701777815818787, 0.10456199944019318, 0.19909867644309998, 0.30134719610214233]","[-0.21417775750160217, 0.19402027130126953, 0.08344508707523346, -0.008998851291835308, 0.06574591994285583]","[-0.01511991024017334, 0.005955676082521677, 0.00019272055942565203, 0.004037440754473209, 0.008758760057389736]",,,0.0,0,,6.058859348297119,6.101316452026367,"[-0.24704273, 0.21545179, 0.09011041, -0.0053453, 0.08027052]",0.6792380952380952,0.07430687096785171,0.0
9,"[0.09909902513027191, 0.21425968408584595, 0.1250499039888382, 0.21224744617938995, 0.3493439555168152]","[-0.08676350861787796, 0.09445267915725708, 0.0453452467918396, -0.092539943754673, 0.05426095053553581]","[0.07870269566774368, 0.17016126215457916, 0.0993124321103096, 0.16856317222118378, 0.2774428129196167]","[-0.08565845340490341, 0.09425501525402069, 0.04592239856719971, -0.09260154515504837, 0.05386701971292496]","[-0.0011050679022446275, 0.0001976935163838789, -0.000577171565964818, 6.159201439004391e-05, 0.00039390474557876587]",,,0.0,0,,5.98366117477417,6.155806541442871,"[-0.09962371, 0.10845258, 0.05206638, -0.10625634, 0.06230358]",0.6812190476190476,0.10962618584036565,0.0
10,"[0.08606330305337906, 0.2344801276922226, 0.1460479497909546, 0.1988936960697174, 0.3345149755477905]","[-0.08168920129537582, 0.15029457211494446, 0.1498292237520218, -0.07658591866493225, -0.07776343822479248]","[0.062104254961013794, 0.169203519821167, 0.10538985580205917, 0.1435239464044571, 0.24138979613780975]","[-0.0804295539855957, 0.15000604093074799, 0.15031464397907257, -0.07669059932231903, -0.07813932746648788]","[-0.0012596560409292579, 0.0002885456779040396, -0.0004854094295296818, 0.00010466515232110396, 0.0003758865059353411]",,,0.0,0,,6.03690242767334,6.1465301513671875,"[-0.0872817, 0.16058385, 0.16008665, -0.08182905, -0.08308718]",0.6851809523809523,0.08228841688390653,0.0
